HIP, HD, designation, Vmag, RAdeg, DEdeg, RAhms, DEdms, Plx, e_Plx, distance_Plx, pmRA, pmDE, BTmag, VTmag, MV, MV_error, MVt, MVt_error, B_minus_V, BT_minus_VT
32765,"50223",\N,5.14,102.47757095,-46.61547007,6,-46,39.66,0.53,25.2143,-0.56,374.38,5.679,5.199,3.13176354934642,0.029020395728386994,3.1907635493464195,0.029020395728386994,0.46,0.48
36927,"61214",\N,8.78,113.86227454,-52.44316453,7,-52,39.66,0.8,25.2143,-114.84,259.3,10.14,8.926,6.771763549346419,0.04380770542755563,6.91776354934642,0.04380770542755563,1.049,1.214
55052,\N,\N,10.35,169.02915001,-30.17838603,11,-30,39.68,2.2,25.2016,-306.59,86.67,11.919,10.465,8.342858317410705,0.12051772697766161,8.457858317410706,0.12051772697765983,1.226,1.454
83451,"154712",\N,8.61,255.82945718,59.58477314,17,59,39.71,1.57,25.1826,-356.87,241.17,9.977,8.732,6.604499435319415,0.0858974997729205,6.726499435319415,0.0858974997729205,1.019,1.245
28360,"40183",\N,1.9,89.88237261,44.94743492,5,44,39.72,0.78,25.1762,-56.41,-0.88,1.989,1.904,-0.10495380088328154,0.04264769007663949,-0.10095380088328199,0.04264769007663949,0.077,0.085
90864,"171067",\N,7.2,278.0433192,13.73626659,18,13,39.73,0.9,25.1699,112.72,122.93,8.049,7.27,5.195592825276814,0.04919857945090955,5.265592825276815,0.04919857945090955,0.692,0.779
95575,"183255",\N,8.01,291.60655771,49.46357557,19,49,39.73,1.03,25.1699,457.19,713.97,9.24,8.129,6.005592825276815,0.056308025788692984,6.124592825276815,0.056308025788692984,0.929,1.111
51254,"90663",\N,8.53,157.0434532,6.73433015,10,6,39.75,1.54,25.1572,25.93,326.61,9.698,8.628,6.526685664962446,0.08416961296573344,6.624685664962446,0.08416961296573344,0.92,1.07
24502,\N,\N,7.94,78.8483901,32.68475457,5,32,39.77,22.4,25.1446,-12.5,13.16,8.349,7.917,5.937777954929902,1.3844526223026437,5.914777954929902,1.3844526223026437,0.41,0.432
12706,"16970",\N,3.47,40.82551897,3.23617162,2,3,39.78,0.95,25.1383,-146.43,-145.27,3.598,3.46,1.4683238939420864,0.05186754884987543,1.4583238939420866,0.05186754884987543,0.093,0.138
75798,\N,\N,10.53,232.28043419,-17.3818413,15,-17,39.78,2,25.1383,-216.71,22.67,11.995,10.691,8.528323893942085,0.10926620514618612,8.689323893942086,0.10926620514618612,1.423,1.304
76233,"138763",\N,6.52,233.58692775,-5.69510689,15,-5,39.78,0.83,25.1383,-91.99,5.35,7.217,6.585,4.518323893942085,0.04531381870363438,4.583323893942087,0.04531381870363438,0.577,0.632
77268,"329868",\N,10.63,236.63422693,-47.23252006,15,-47,39.78,2.62,25.1383,-403.32,-405.33,12.461,10.974,8.628323893942087,0.14322537817782077,8.972323893942086,0.14322537817782077,1.309,1.487
86742,"161096",\N,2.76,265.86823714,4.56691684,17,4,39.78,0.75,25.1383,-40.67,158.8,4.304,2.899,0.7583238939420855,0.04094513115111065,0.8973238939420858,0.04094513115111065,1.168,1.405
112245,"215500",\N,7.5,341.02399013,64.57139372,22,64,39.82,0.71,25.113,50.54,-297.83,8.381,7.587,5.500506278456955,0.03872196947390627,5.587506278456955,0.03872196947390627,0.719,0.794
